EMP_ID,SAL_START_DATE,PAY_CATEGORY,SAL_AMOUNT,SAL_END_DATE
E00021,2023-01-01,연봉,52600000,2023-12-31
E00021,2024-01-01,연봉,59300000,2024-01-23
E00022,2013-08-16,연봉,40800000,2013-12-31
E00022,2014-01-01,연봉,41500000,2014-12-31
E00022,2015-01-01,연봉,42200000,2015-12-31
E00022,2016-01-01,연봉,45100000,2016-12-31
E00022,2017-01-01,연봉,48200000,2017-12-31
E00022,2018-01-01,연봉,51100000,2018-12-31
E00022,2019-01-01,연봉,58500000,2019-12-31
E00022,2020-01-01,연봉,61600000,2020-12-31
E00022,2021-01-01,연봉,62700000,2021-12-31
E00022,2022-01-01,연봉,65700000,2022-12-31
E00022,2023-01-01,연봉,69000000,2023-12-31
E00022,2024-01-01,연봉,69800000,2024-12-31
E00022,2025-01-01,연봉,70300000,2025-03-12
E00023,2019-01-29,연봉,40100000,2019-12-31
E00023,2020-01-01,연봉,41400000,2020-12-31
E00023,2021-01-01,연봉,41500000,2021-12-31
E00023,2022-01-01,연봉,41600000,2022-07-06
E00024,2015-05-06,연봉,41300000,2015-12-31
E00024,2016-01-01,연봉,42800000,2016-12-31
E00024,2017-01-01,연봉,45900000,2017-12-31
E00024,2018-01-01,연봉,51300000,2018-12-31
E00024,2019-01-01,연봉,54600000,2019-12-31
E00024,2020-01-01,연봉,58300000,2020-12-31
E00024,2021-01-01,연봉,61700000,2021-12-31
E00024,2022-01-01,연봉,62300000,2022-12-31
E00024,2023-01-01,연봉,69800000,2023-12-31
E00024,2024-01-01,연봉,76100000,2024-11-17
E00025,2024-12-04,연봉,49800000,2024-12-31
E00025,2025-01-01,연봉,50000000,2025-12-31
E00025,2026-01-01,연봉,56700000,
E00026,2012-09-02,연봉,46200000,2012-12-31
E00026,2013-01-01,연봉,47000000,2013-12-31
E00026,2014-01-01,연봉,50200000,2014-12-31
E00026,2015-01-01,연봉,53200000,2015-12-31
E00026,2016-01-01,연봉,54500000,2016-12-31
E00026,2017-01-01,연봉,59600000,2017-12-31
E00026,2018-01-01,연봉,64500000,2018-12-31
E00026,2019-01-01,연봉,69900000,2019-12-31
E00026,2020-01-01,연봉,79900000,2020-12-31
E00026,2021-01-01,연봉,82500000,2021-12-31
E00026,2022-01-01,연봉,90900000,2022-12-31
E00026,2023-01-01,연봉,92500000,2023-12-31
E00026,2024-01-01,연봉,99700000,2024-12-31
E00026,2025-01-01,연봉,112200000,2025-01-14
E00027,2022-04-24,연봉,38800000,2022-12-31
E00027,2023-01-01,연봉,39600000,2023-12-31
E00027,2024-01-01,연봉,41300000,2024-02-25
E00028,2023-05-18,연봉,37700000,2023-12-31
E00028,2024-01-01,연봉,39200000,2024-12-31
E00028,2025-01-01,연봉,41000000,2025-12-31
E00028,2026-01-01,연봉,41600000,
E00029,2022-11-22,연봉,44800000,2022-12-31
E00029,2023-01-01,연봉,45100000,2023-12-31
E00029,2024-01-01,연봉,46400000,2024-12-31
E00029,2025-01-01,연봉,49800000,2025-12-31
E00029,2026-01-01,연봉,51400000,
E00030,2017-08-18,연봉,46800000,2017-12-31
E00030,2018-01-01,연봉,48600000,2018-12-31
E00030,2019-01-01,연봉,50400000,2019-12-31
E00030,2020-01-01,연봉,52900000,2020-12-31
E00030,2021-01-01,연봉,57400000,2021-12-31
E00030,2022-01-01,연봉,58700000,2022-12-31
E00030,2023-01-01,연봉,67100000,2023-12-31
E00030,2024-01-01,연봉,71600000,2024-12-31
E00030,2025-01-01,연봉,78700000,2025-09-10
E00031,2017-04-17,연봉,50300000,2017-12-31
E00031,2018-01-01,연봉,50700000,2018-12-31
E00031,2019-01-01,연봉,54000000,2019-12-31
E00031,2020-01-01,연봉,57700000,2020-12-31
E00031,2021-01-01,연봉,64000000,2021-12-31
E00031,2022-01-01,연봉,69300000,2022-12-31
E00031,2023-01-01,연봉,70900000,2023-12-31
E00031,2024-01-01,연봉,72800000,2024-12-31
E00031,2025-01-01,연봉,74700000,2025-08-21
E00032,2020-03-19,연봉,61400000,2020-12-31
E00032,2021-01-01,연봉,62400000,2021-12-31
E00032,2022-01-01,연봉,67100000,2022-09-25
E00033,2018-10-20,연봉,47100000,2018-12-31
E00033,2019-01-01,연봉,47700000,2019-12-31
E00033,2020-01-01,연봉,48800000,2020-12-31
E00033,2021-01-01,연봉,49600000,2021-02-18
E00034,2024-06-22,연봉,39200000,2024-12-31
E00034,2025-01-01,연봉,40600000,2025-12-31
E00034,2026-01-01,연봉,43500000,
E00035,2020-01-13,연봉,43800000,2020-12-31
E00035,2021-01-01,연봉,45500000,2021-12-31
E00035,2022-01-01,연봉,48500000,2022-12-31
E00035,2023-01-01,연봉,55400000,2023-12-31
E00035,2024-01-01,연봉,59200000,2024-12-31
E00035,2025-01-01,연봉,61500000,2025-12-31
E00035,2026-01-01,연봉,68600000,
E00036,2021-04-01,연봉,33400000,2021-12-31
E00036,2022-01-01,연봉,35300000,2022-12-31
E00036,2023-01-01,연봉,36200000,2023-12-31
E00036,2024-01-01,연봉,39100000,2024-12-31
E00036,2025-01-01,연봉,40300000,2025-12-31
E00036,2026-01-01,연봉,46200000,
E00037,2022-06-26,연봉,39900000,2022-12-31
E00037,2023-01-01,연봉,40000000,2023-09-28
E00038,2023-01-15,연봉,36800000,2023-12-31
E00038,2024-01-01,연봉,39800000,2024-10-01
E00039,2018-02-17,연봉,43600000,2018-12-31
E00039,2019-01-01,연봉,47200000,2019-12-31
E00039,2020-01-01,연봉,48900000,2020-12-31
E00039,2021-01-01,연봉,53200000,2021-12-31
E00039,2022-01-01,연봉,57100000,2022-12-31
E00039,2023-01-01,연봉,61900000,2023-12-31
E00039,2024-01-01,연봉,69100000,2024-12-31
E00039,2025-01-01,연봉,79000000,2025-12-31
E00039,2026-01-01,연봉,83200000,
E00040,2018-07-04,연봉,37200000,2018-12-31
E00040,2019-01-01,연봉,37900000,2019-12-31
E00040,2020-01-01,연봉,39200000,2020-12-31
E00040,2021-01-01,연봉,39800000,2021-12-31
E00040,2022-01-01,연봉,40700000,2022-06-17
E00041,2019-10-09,연봉,43800000,2019-12-31
E00041,2020-01-01,연봉,44200000,2020-12-31
E00041,2021-01-01,연봉,46700000,2021-05-04
E00042,2018-08-10,연봉,45400000,2018-12-31
E00042,2019-01-01,연봉,46600000,2019-12-31
E00042,2020-01-01,연봉,49800000,2020-12-31
E00042,2021-01-01,연봉,54000000,2021-12-31
E00042,2022-01-01,연봉,57300000,2022-12-31
E00042,2023-01-01,연봉,63200000,2023-12-31
E00042,2024-01-01,연봉,66500000,2024-12-31
E00042,2025-01-01,연봉,75900000,2025-12-23
E00043,2015-04-20,연봉,41300000,2015-12-31
E00043,2016-01-01,연봉,41600000,2016-12-31
E00043,2017-01-01,연봉,42000000,2017-05-17
E00044,2022-01-12,연봉,55200000,2022-12-31
E00044,2023-01-01,연봉,59400000,2023-12-31
E00044,2024-01-01,연봉,61400000,2024-12-31
E00044,2025-01-01,연봉,63100000,2025-12-31
E00044,2026-01-01,연봉,69600000,
E00045,2023-05-10,연봉,38500000,2023-12-31
E00045,2024-01-01,연봉,39500000,2024-11-05
E00046,2025-07-25,연봉,35700000,2025-12-31
E00046,2026-01-01,연봉,36900000,
E00047,2022-12-05,연봉,41700000,2022-12-31
E00047,2023-01-01,연봉,41900000,2023-12-31
E00047,2024-01-01,연봉,45300000,2024-12-31
E00047,2025-01-01,연봉,48700000,2025-12-31
E00047,2026-01-01,연봉,51500000,
E00048,2015-03-15,연봉,36300000,2015-12-31
E00048,2016-01-01,연봉,37300000,2016-12-31
E00048,2017-01-01,연봉,37800000,2017-12-31
E00048,2018-01-01,연봉,39600000,2018-12-31
E00048,2019-01-01,연봉,43000000,2019-12-31
E00048,2020-01-01,연봉,45900000,2020-12-31
E00048,2021-01-01,연봉,52600000,2021-05-14
E00049,2023-07-22,연봉,39700000,2023-12-31
E00049,2024-01-01,연봉,40100000,2024-12-31
E00049,2025-01-01,연봉,42700000,2025-12-31
E00049,2026-01-01,연봉,45800000,
E00050,2015-09-25,연봉,55600000,2015-12-31
E00050,2016-01-01,연봉,56100000,2016-12-31
E00050,2017-01-01,연봉,59700000,2017-12-31
E00050,2018-01-01,연봉,63400000,2018-12-31
E00050,2019-01-01,연봉,65000000,2019-12-31
E00050,2020-01-01,연봉,69600000,2020-12-31
E00050,2021-01-01,연봉,74900000,2021-12-31
E00050,2022-01-01,연봉,75300000,2022-12-31
E00050,2023-01-01,연봉,75500000,2023-08-07
E00051,2023-06-14,연봉,43000000,2023-12-31
E00051,2024-01-01,연봉,45200000,2024-12-31
E00051,2025-01-01,연봉,49300000,2025-12-31
E00051,2026-01-01,연봉,50200000,
E00052,2022-02-19,연봉,55500000,2022-12-31
E00052,2023-01-01,연봉,57000000,2023-12-31
E00052,2024-01-01,연봉,61300000,2024-12-31
E00052,2025-01-01,연봉,65900000,2025-12-31
E00052,2026-01-01,연봉,70900000,
E00053,2014-07-03,연봉,34500000,2014-12-31
E00053,2015-01-01,연봉,37500000,2015-12-31
E00053,2016-01-01,연봉,40400000,2016-12-31
E00053,2017-01-01,연봉,44200000,2017-12-31
E00053,2018-01-01,연봉,48100000,2018-12-31
E00053,2019-01-01,연봉,55000000,2019-12-31
E00053,2020-01-01,연봉,59400000,2020-12-31
E00053,2021-01-01,연봉,62400000,2021-12-31
E00053,2022-01-01,연봉,69700000,2022-12-31
E00053,2023-01-01,연봉,72300000,2023-12-31
E00053,2024-01-01,연봉,76100000,2024-12-31
E00053,2025-01-01,연봉,84400000,2025-12-31
E00053,2026-01-01,연봉,88200000,
E00054,2024-02-23,연봉,42300000,2024-12-31
E00054,2025-01-01,연봉,44600000,2025-12-31
E00054,2026-01-01,연봉,50400000,
E00055,2023-05-06,연봉,40100000,2023-12-31
E00055,2024-01-01,연봉,40400000,2024-12-31
E00055,2025-01-01,연봉,43700000,2025-12-31
E00055,2026-01-01,연봉,44200000,
E00056,2016-05-27,연봉,43600000,2016-12-31
E00056,2017-01-01,연봉,44800000,2017-12-31
E00056,2018-01-01,연봉,49000000,2018-12-31
E00056,2019-01-01,연봉,52000000,2019-12-31
E00056,2020-01-01,연봉,53400000,2020-12-31
E00056,2021-01-01,연봉,55500000,2021-12-31
E00056,2022-01-01,연봉,60000000,2022-12-31
E00056,2023-01-01,연봉,62300000,2023-12-31
E00056,2024-01-01,연봉,71600000,2024-12-31
E00056,2025-01-01,연봉,76400000,2025-12-31
E00056,2026-01-01,연봉,81100000,
E00057,2014-09-29,연봉,48400000,2014-12-31
E00057,2015-01-01,연봉,48900000,2015-12-31
E00057,2016-01-01,연봉,55000000,2016-12-31
E00057,2017-01-01,연봉,59300000,2017-12-31
E00057,2018-01-01,연봉,59900000,2018-12-31
E00057,2019-01-01,연봉,63800000,2019-12-31
E00057,2020-01-01,연봉,66400000,2020-12-31
E00057,2021-01-01,연봉,73600000,2021-12-31
E00057,2022-01-01,연봉,79900000,2022-01-20
E00058,2019-08-05,연봉,37100000,2019-12-31
E00058,2020-01-01,연봉,37500000,2020-12-19
E00059,2018-03-04,연봉,38800000,2018-12-31
E00059,2019-01-01,연봉,40000000,2019-12-31
E00059,2020-01-01,연봉,42300000,2020-12-31
E00059,2021-01-01,연봉,45500000,2021-12-31
E00059,2022-01-01,연봉,52300000,2022-03-15
E00060,2016-11-28,연봉,66500000,2016-12-31
E00060,2017-01-01,연봉,67000000,2017-12-31
E00060,2018-01-01,연봉,68600000,2018-12-31
E00060,2019-01-01,연봉,72000000,2019-12-31
E00060,2020-01-01,연봉,75300000,2020-12-31
E00060,2021-01-01,연봉,78300000,2021-12-31
E00060,2022-01-01,연봉,87100000,2022-12-31
E00060,2023-01-01,연봉,97700000,2023-04-19
E00061,2025-03-03,연봉,60200000,2025-12-31
E00061,2026-01-01,연봉,63800000,
E00062,2014-01-23,연봉,49500000,2014-12-31
E00062,2015-01-01,연봉,50500000,2015-12-31
E00062,2016-01-01,연봉,54900000,2016-12-31
E00062,2017-01-01,연봉,61700000,2017-12-31
E00062,2018-01-01,연봉,68800000,2018-12-31
E00062,2019-01-01,연봉,75100000,2019-12-31
E00062,2020-01-01,연봉,76200000,2020-12-31
E00062,2021-01-01,연봉,87500000,2021-12-31
E00062,2022-01-01,연봉,91500000,2022-12-31
E00062,2023-01-01,연봉,100500000,2023-12-31
E00062,2024-01-01,연봉,104400000,2024-12-01
E00063,2025-08-25,연봉,40400000,2025-12-31
E00063,2026-01-01,연봉,41400000,
E00064,2014-10-24,연봉,44300000,2014-12-31
E00064,2015-01-01,연봉,45000000,2015-12-31
E00064,2016-01-01,연봉,46400000,2016-12-31
E00064,2017-01-01,연봉,49100000,2017-12-31
E00064,2018-01-01,연봉,49600000,2018-12-31
E00064,2019-01-01,연봉,51100000,2019-12-31
E00064,2020-01-01,연봉,51900000,2020-12-31
E00064,2021-01-01,연봉,53200000,2021-06-06
E00065,2013-01-23,연봉,47200000,2013-12-31
E00065,2014-01-01,연봉,49500000,2014-12-31
E00065,2015-01-01,연봉,50600000,2015-12-31
E00065,2016-01-01,연봉,56100000,2016-12-31
E00065,2017-01-01,연봉,62200000,2017-12-31
E00065,2018-01-01,연봉,63300000,2018-12-31
E00065,2019-01-01,연봉,71500000,2019-12-31
E00065,2020-01-01,연봉,74800000,2020-12-31
E00065,2021-01-01,연봉,79600000,2021-12-31
E00065,2022-01-01,연봉,90200000,2022-12-31
E00065,2023-01-01,연봉,99500000,2023-12-31
E00065,2024-01-01,연봉,101200000,2024-12-31
E00065,2025-01-01,연봉,110800000,2025-12-10
E00066,2024-02-11,연봉,40700000,2024-12-31
E00066,2025-01-01,연봉,42900000,2025-12-31
E00066,2026-01-01,연봉,44200000,
E00067,2024-02-13,연봉,45200000,2024-12-31
E00067,2025-01-01,연봉,46000000,2025-12-31
E00067,2026-01-01,연봉,46600000,2026-01-26
E00068,2016-03-13,연봉,58300000,2016-12-31
E00068,2017-01-01,연봉,61700000,2017-12-31
E00068,2018-01-01,연봉,65800000,2018-12-31
E00068,2019-01-01,연봉,68600000,2019-12-31
E00068,2020-01-01,연봉,72900000,2020-12-31
E00068,2021-01-01,연봉,76400000,2021-12-31
E00068,2022-01-01,연봉,81200000,2022-12-31
E00068,2023-01-01,연봉,90100000,2023-12-31
E00068,2024-01-01,연봉,97300000,2024-12-31
E00068,2025-01-01,연봉,107800000,2025-12-31
E00068,2026-01-01,연봉,110300000,
E00069,2022-02-01,연봉,40700000,2022-12-31
E00069,2023-01-01,연봉,41500000,2023-12-31
E00069,2024-01-01,연봉,41900000,2024-07-04
E00070,2016-07-22,연봉,41400000,2016-12-31
E00070,2017-01-01,연봉,43700000,2017-12-31
E00070,2018-01-01,연봉,44100000,2018-12-31
E00070,2019-01-01,연봉,46500000,2019-12-31
E00070,2020-01-01,연봉,50100000,2020-12-31
E00070,2021-01-01,연봉,53500000,2021-12-31
E00070,2022-01-01,연봉,60100000,2022-12-31
E00070,2023-01-01,연봉,62600000,2023-12-31
E00070,2024-01-01,연봉,66000000,2024-12-31
E00070,2025-01-01,연봉,72300000,2025-12-31
E00070,2026-01-01,연봉,75400000,
E00071,2018-12-04,연봉,37600000,2018-12-31
E00071,2019-01-01,연봉,37800000,2019-12-31
E00071,2020-01-01,연봉,40500000,2020-12-31
E00071,2021-01-01,연봉,42100000,2021-12-31
E00071,2022-01-01,연봉,45800000,2022-12-31
E00071,2023-01-01,연봉,49000000,2023-12-31
E00071,2024-01-01,연봉,53100000,2024-12-31
E00071,2025-01-01,연봉,57300000,2025-12-31
E00071,2026-01-01,연봉,63600000,
E00072,2021-08-06,연봉,44300000,2021-12-31
E00072,2022-01-01,연봉,44900000,2022-12-31
E00072,2023-01-01,연봉,46800000,2023-12-31
E00072,2024-01-01,연봉,48000000,2024-12-31
E00072,2025-01-01,연봉,49300000,2025-06-16
E00073,2017-12-24,연봉,49500000,2017-12-31
E00073,2018-01-01,연봉,49600000,2018-12-31
E00073,2019-01-01,연봉,53500000,2019-12-31
E00073,2020-01-01,연봉,56700000,2020-12-31
E00073,2021-01-01,연봉,60300000,2021-12-31
E00073,2022-01-01,연봉,68800000,2022-12-31
E00073,2023-01-01,연봉,70300000,2023-12-31
E00073,2024-01-01,연봉,71600000,2024-01-18
E00074,2022-08-08,연봉,43300000,2022-12-31
E00074,2023-01-01,연봉,45000000,2023-12-31
E00074,2024-01-01,연봉,46900000,2024-12-31
E00074,2025-01-01,연봉,50500000,2025-12-31
E00074,2026-01-01,연봉,56600000,
E00075,2015-08-24,연봉,46500000,2015-12-31
E00075,2016-01-01,연봉,47400000,2016-12-31
E00075,2017-01-01,연봉,51800000,2017-12-31
E00075,2018-01-01,연봉,56200000,2018-12-07
E00076,2017-09-06,연봉,36300000,2017-12-31
E00076,2018-01-01,연봉,37300000,2018-12-31
E00076,2019-01-01,연봉,41000000,2019-12-31
E00076,2020-01-01,연봉,43500000,2020-12-31
E00076,2021-01-01,연봉,47000000,2021-12-31
E00076,2022-01-01,연봉,49400000,2022-12-31
E00076,2023-01-01,연봉,52800000,2023-12-31
E00076,2024-01-01,연봉,55800000,2024-12-31
E00076,2025-01-01,연봉,61700000,2025-12-31
E00076,2026-01-01,연봉,65600000,
E00077,2025-05-27,연봉,60100000,2025-12-31
E00077,2026-01-01,연봉,62900000,
E00078,2021-11-10,연봉,54600000,2021-12-31
E00078,2022-01-01,연봉,54900000,2022-12-31
E00078,2023-01-01,연봉,61600000,2023-12-31
E00078,2024-01-01,연봉,63400000,2024-04-23
E00079,2014-11-11,연봉,45300000,2014-12-31
E00079,2015-01-01,연봉,45400000,2015-12-31
E00079,2016-01-01,연봉,49700000,2016-12-31
E00079,2017-01-01,연봉,53900000,2017-12-31
E00079,2018-01-01,연봉,58100000,2018-12-31
E00079,2019-01-01,연봉,62700000,2019-12-31
E00079,2020-01-01,연봉,66400000,2020-12-31
E00079,2021-01-01,연봉,68600000,2021-12-31
E00079,2022-01-01,연봉,76400000,2022-12-31
E00079,2023-01-01,연봉,81200000,2023-12-31
E00079,2024-01-01,연봉,84400000,2024-01-03
E00080,2022-02-09,연봉,57000000,2022-04-06
E00081,2014-04-07,연봉,35900000,2014-12-31
E00081,2015-01-01,연봉,38300000,2015-12-31
E00081,2016-01-01,연봉,40400000,2016-12-31
E00081,2017-01-01,연봉,41800000,2017-12-31
E00081,2018-01-01,연봉,43900000,2018-12-31
E00081,2019-01-01,연봉,49200000,2019-12-31
E00081,2020-01-01,연봉,52800000,2020-12-31
E00081,2021-01-01,연봉,55100000,2021-12-31
E00081,2022-01-01,연봉,61400000,2022-12-31
E00081,2023-01-01,연봉,63600000,2023-12-31
E00081,2024-01-01,연봉,67900000,2024-12-31
E00081,2025-01-01,연봉,72500000,2025-12-31
E00081,2026-01-01,연봉,79800000,
E00082,2019-05-14,연봉,43300000,2019-12-31
E00082,2020-01-01,연봉,44500000,2020-12-31
E00082,2021-01-01,연봉,46500000,2021-12-31
E00082,2022-01-01,연봉,49600000,2022-12-31
E00082,2023-01-01,연봉,50400000,2023-12-31
E00082,2024-01-01,연봉,51300000,2024-12-31
E00082,2025-01-01,연봉,53300000,2025-12-31
E00082,2026-01-01,연봉,56200000,
E00083,2011-08-23,연봉,47600000,2011-12-31
E00083,2012-01-01,연봉,48800000,2012-12-31
E00083,2013-01-01,연봉,53900000,2013-12-31
E00083,2014-01-01,연봉,58500000,2014-12-31
E00083,2015-01-01,연봉,61700000,2015-12-31
E00083,2016-01-01,연봉,65400000,2016-12-31
E00083,2017-01-01,연봉,67400000,2017-12-31
E00083,2018-01-01,연봉,71400000,2018-12-31
E00083,2019-01-01,연봉,80100000,2019-12-31
E00083,2020-01-01,연봉,84200000,2020-12-31
E00083,2021-01-01,연봉,90100000,2021-12-31
E00083,2022-01-01,연봉,93300000,2022-12-31
E00083,2023-01-01,연봉,100400000,2023-06-13
E00084,2013-06-15,연봉,37400000,2013-12-31
E00084,2014-01-01,연봉,39600000,2014-12-31
E00084,2015-01-01,연봉,41800000,2015-12-04
E00085,2013-07-03,연봉,60900000,2013-12-31
E00085,2014-01-01,연봉,62400000,2014-02-25
E00086,2011-11-13,연봉,36500000,2011-12-31
E00086,2012-01-01,연봉,36800000,2012-12-31
E00086,2013-01-01,연봉,39800000,2013-12-31
E00086,2014-01-01,연봉,41700000,2014-12-31
E00086,2015-01-01,연봉,44500000,2015-12-31
E00086,2016-01-01,연봉,47200000,2016-12-31
E00086,2017-01-01,연봉,52200000,2017-12-31
E00086,2018-01-01,연봉,55500000,2018-12-31
E00086,2019-01-01,연봉,56000000,2019-12-31
E00086,2020-01-01,연봉,57500000,2020-06-28
E00087,2023-01-21,연봉,68000000,2023-12-31
E00087,2024-01-01,연봉,70400000,2024-12-31
E00087,2025-01-01,연봉,74700000,2025-12-31
