EMP_ID,DEP_ID,DEPT_TYPE,DEP_REL_START_DATE,DEP_APP_START_DATE,DEP_APP_END_DATE,MAIN_DEP,TITLE_INFO,DEP_DURATION
E00056,DEP015,본사,2010-11-28,2016-06-01,2026-02-06,Y,Member,3537
E00056,DEP019,본사,2011-11-21,2017-10-01,2019-06-30,Y,Member,637
E00056,DEP006,본사,2010-09-26,2019-07-01,,Y,Member,639
E00057,DEP033,현장,2011-10-13,2014-10-04,2015-12-31,Y,Member,453
E00057,DEP014,현장,2010-12-28,2016-01-01,2017-06-30,Y,Member,546
E00057,DEP034,현장,2011-04-22,2017-07-01,2019-06-30,Y,Member,729
E00057,DEP016,본사,2011-04-16,2019-07-01,2020-09-30,Y,Member,457
E00057,DEP012,본사,2010-04-12,2020-10-01,2022-01-24,Y,Member,480
E00058,DEP016,본사,2011-04-16,2019-08-10,2020-12-24,Y,Member,502
E00059,DEP032,현장,2011-05-02,2018-03-09,2019-12-31,Y,Member,662
E00059,DEP016,본사,2011-04-16,2020-01-01,2022-03-19,Y,Member,808
E00060,DEP011,본사,2011-01-02,2016-12-03,2023-04-23,Y,Member,2332
E00061,DEP018,본사,2012-02-07,2025-03-08,,Y,Member,335
E00062,DEP031,현장,2011-05-15,2014-01-28,2015-03-31,Y,Member,427
E00062,DEP009,본사,2011-02-22,2015-04-01,2024-12-06,Y,Member,3537
E00063,DEP010,본사,2010-11-08,2025-08-30,,Y,Member,160
E00064,DEP015,본사,2010-11-28,2014-10-29,2016-03-31,Y,Member,519
E00064,DEP015,본사,2010-11-28,2016-04-01,2016-09-30,Y,Head,182
E00064,DEP019,본사,2011-11-21,2016-10-01,2018-09-30,Y,Member,729
E00064,DEP018,본사,2012-02-07,2018-10-01,2020-06-30,Y,Member,638
E00064,DEP016,본사,2011-04-16,2020-07-01,2021-06-10,Y,Member,344
E00065,DEP008,본사,2010-07-28,2013-01-28,2014-06-30,Y,Member,518
E00065,DEP024,본사,2011-05-07,2014-07-01,2025-12-14,Y,Member,4184
E00066,DEP021,본사,2010-09-12,2024-02-16,2024-06-30,Y,Head,135
E00066,DEP021,본사,2010-09-12,2024-07-01,2025-12-31,Y,Member,548
E00066,DEP009,본사,2011-02-22,2026-01-01,,Y,Head,36
E00067,DEP015,본사,2010-11-28,2024-02-18,2026-01-31,Y,Member,713
E00068,DEP018,본사,2012-02-07,2016-03-18,2017-06-30,Y,Member,469
E00068,DEP019,본사,2011-11-21,2017-07-01,2019-03-31,Y,Member,638
E00068,DEP015,본사,2010-11-28,2019-04-01,2020-09-30,Y,Member,548
E00068,DEP016,본사,2011-04-16,2020-10-01,,Y,Member,1954
E00069,DEP008,본사,2010-07-28,2022-02-06,2023-09-30,Y,Member,601
E00069,DEP024,본사,2011-05-07,2023-10-01,2024-07-08,Y,Member,281
E00070,DEP023,본사,2011-12-15,2016-07-27,2018-06-30,Y,Member,703
E00070,DEP022,본사,2010-08-09,2018-07-01,2020-06-30,Y,Member,730
E00070,DEP009,본사,2011-02-22,2020-07-01,2022-06-30,Y,Member,729
E00070,DEP015,본사,2010-11-28,2022-07-01,2023-12-31,Y,Member,548
E00070,DEP028,본사,2011-01-13,2024-01-01,,Y,Member,767
E00071,DEP012,본사,2010-04-12,2018-12-09,,Y,Member,2616
E00072,DEP018,본사,2012-02-07,2021-08-11,2022-12-31,Y,Member,507
E00072,DEP010,본사,2010-11-08,2023-01-01,2024-03-31,Y,Member,455
E00072,DEP027,본사,2011-05-14,2024-04-01,2025-06-20,Y,Member,445
E00073,DEP012,본사,2010-04-12,2017-12-29,2019-06-30,Y,Member,548
E00073,DEP027,본사,2011-05-14,2019-07-01,2021-06-30,Y,Member,730
E00073,DEP029,본사,2010-08-12,2021-07-01,2023-03-31,Y,Member,638
E00073,DEP028,본사,2011-01-13,2023-04-01,2024-01-23,Y,Member,297
E00074,DEP032,현장,2011-05-02,2022-08-13,,Y,Member,1273
E00075,DEP016,본사,2011-04-16,2015-08-29,2016-09-30,Y,Member,398
E00075,DEP017,본사,2011-05-18,2016-10-01,2017-12-31,Y,Member,456
E00075,DEP007,본사,2011-04-21,2018-01-01,2018-12-11,Y,Member,344
E00076,DEP025,본사,2011-01-22,2017-09-11,2019-06-30,Y,Member,657
E00076,DEP027,본사,2011-05-14,2019-07-01,2021-03-31,Y,Member,639
E00076,DEP026,본사,2011-05-09,2021-04-01,,Y,Member,1772
E00077,DEP006,본사,2010-09-26,2025-06-01,,Y,Member,250
E00078,DEP017,본사,2011-05-18,2021-11-15,2023-06-30,Y,Member,592
E00078,DEP015,본사,2010-11-28,2023-07-01,2024-04-27,Y,Member,301
E00079,DEP035,현장,2011-05-23,2014-11-16,2024-01-08,Y,Member,3340
E00080,DEP018,본사,2012-02-07,2022-02-14,2022-04-11,Y,Member,56
E00081,DEP028,본사,2011-01-13,2014-04-12,2016-03-31,Y,Head,719
E00081,DEP011,본사,2011-01-02,2016-04-01,2026-02-06,Y,Member,3598
E00081,DEP011,본사,2011-01-02,2016-07-01,,Y,Head,2282
E00082,DEP032,현장,2011-05-02,2019-05-19,2021-03-31,Y,Member,682
E00082,DEP019,본사,2011-11-21,2021-04-01,2022-09-30,Y,Member,547
E00082,DEP011,본사,2011-01-02,2022-10-01,2023-12-31,Y,Member,456
E00082,DEP018,본사,2012-02-07,2024-01-01,2025-03-31,Y,Member,455
E00082,DEP007,본사,2011-04-21,2025-04-01,,Y,Member,311
E00083,DEP032,현장,2011-05-02,2011-08-28,2013-09-30,Y,Member,764
E00083,DEP027,본사,2011-05-14,2013-10-01,2023-06-18,Y,Member,3547
E00084,DEP035,현장,2011-05-23,2013-06-20,2015-12-08,Y,Member,901
E00085,DEP013,현장,2010-09-29,2013-07-08,2014-03-02,Y,Member,237
E00086,DEP029,본사,2010-08-12,2011-11-18,2012-01-22,Y,Head,65
E00086,DEP029,본사,2010-08-12,2012-01-23,2020-07-03,Y,Member,3084
E00087,DEP012,본사,2010-04-12,2023-01-26,2024-03-31,Y,Member,430
E00087,DEP029,본사,2010-08-12,2024-04-01,,Y,Member,676
E00088,DEP024,본사,2011-05-07,2022-02-27,2023-09-30,Y,Member,580
E00088,DEP024,본사,2011-05-07,2022-07-01,2023-06-20,Y,Head,354
E00088,DEP021,본사,2010-09-12,2023-10-01,2024-02-15,Y,Head,137
E00088,DEP021,본사,2010-09-12,2024-02-16,,Y,Member,721
E00089,DEP008,본사,2010-07-28,2021-06-04,2022-06-30,Y,Member,391
E00089,DEP021,본사,2010-09-12,2022-07-01,2025-06-30,Y,Member,1095
E00089,DEP022,본사,2010-08-09,2025-07-01,,Y,Member,220
E00090,DEP014,현장,2010-12-28,2011-10-11,2013-06-30,Y,Member,628
E00090,DEP006,본사,2010-09-26,2013-07-01,2014-12-31,Y,Member,548
E00090,DEP019,본사,2011-11-21,2015-01-01,2015-02-11,Y,Member,41
E00091,DEP033,현장,2011-10-13,2021-07-07,2021-11-21,Y,Member,137
E00092,DEP012,본사,2010-04-12,2019-10-15,2026-02-06,Y,Member,2306
E00092,DEP010,본사,2010-11-08,2021-04-01,2022-12-31,Y,Member,639
E00092,DEP027,본사,2011-05-14,2023-01-01,,Y,Member,730
E00093,DEP022,본사,2010-08-09,2014-02-24,2015-07-01,Y,Head,492
E00094,DEP024,본사,2011-05-07,2016-10-18,2019-02-12,Y,Member,847
E00095,DEP023,본사,2011-12-15,2018-07-01,2020-06-30,Y,Member,730
E00095,DEP026,본사,2011-05-09,2020-07-01,2021-12-31,Y,Member,548
E00095,DEP010,본사,2010-11-08,2022-01-01,2023-12-31,Y,Member,729
E00095,DEP011,본사,2011-01-02,2024-01-01,,Y,Member,767
E00096,DEP028,본사,2011-01-13,2025-02-26,,Y,Member,345
E00097,DEP013,현장,2010-09-29,2022-10-10,2024-09-30,Y,Member,721
E00097,DEP027,본사,2011-05-14,2024-10-01,2025-12-31,Y,Member,456
E00097,DEP010,본사,2010-11-08,2026-01-01,,Y,Member,36
E00098,DEP019,본사,2011-11-21,2013-08-17,2015-03-31,Y,Member,591
E00098,DEP016,본사,2011-04-16,2015-04-01,2016-12-31,Y,Member,640
E00098,DEP021,본사,2010-09-12,2017-01-01,2018-12-31,Y,Member,729
E00098,DEP020,본사,2010-10-14,2019-01-01,2019-09-11,Y,Member,253
E00099,DEP014,현장,2010-12-28,2021-04-04,2022-12-31,Y,Member,636
E00099,DEP032,현장,2011-05-02,2023-01-01,2024-09-30,Y,Member,638
E00099,DEP013,현장,2010-09-29,2024-10-01,2025-07-17,Y,Member,289
E00100,DEP023,본사,2011-12-15,2020-09-08,2025-03-04,Y,Member,1638
E00101,DEP024,본사,2011-05-07,2016-10-28,2017-12-31,Y,Member,429
E00101,DEP029,본사,2010-08-12,2018-01-01,2018-09-16,Y,Member,258
E00102,DEP029,본사,2010-08-12,2016-12-31,2018-06-30,Y,Member,546
E00102,DEP010,본사,2010-11-08,2018-07-01,2019-09-30,Y,Member,456
E00102,DEP030,본사,2010-06-18,2019-10-01,2020-04-16,Y,Member,198
E00103,DEP018,본사,2012-02-07,2016-07-09,2020-03-31,Y,Member,1361
E00103,DEP019,본사,2011-11-21,2020-04-01,2022-03-31,Y,Member,729
E00103,DEP006,본사,2010-09-26,2022-04-01,2024-04-06,Y,Member,736
E00104,DEP012,본사,2010-04-12,2011-03-01,2011-09-29,Y,Head,212
E00104,DEP012,본사,2010-04-12,2011-09-30,2012-06-30,Y,Member,274
E00104,DEP027,본사,2011-05-14,2012-07-01,2013-09-30,Y,Member,456
E00104,DEP034,현장,2011-04-22,2013-10-01,2014-12-31,Y,Member,456
E00104,DEP032,현장,2011-05-02,2015-01-01,2016-11-10,Y,Member,679
E00105,DEP030,본사,2010-06-18,2023-12-20,2024-06-30,Y,Member,193
E00105,DEP030,본사,2010-06-18,2024-07-01,2025-12-31,Y,Head,548
E00105,DEP025,본사,2011-01-22,2026-01-01,,Y,Member,36
E00106,DEP025,본사,2011-01-22,2025-02-03,,Y,Member,368
E00107,DEP034,현장,2011-04-22,2018-02-02,2018-03-12,Y,Member,38
E00107,DEP034,현장,2011-04-22,2018-03-13,2019-10-23,Y,Head,589
E00108,DEP013,현장,2010-09-29,2014-09-11,2016-03-01,Y,Member,537
E00109,DEP024,본사,2011-05-07,2020-06-23,2022-03-31,Y,Member,646
E00109,DEP009,본사,2011-02-22,2022-04-01,2023-12-31,Y,Member,639
E00109,DEP020,본사,2010-10-14,2024-01-01,2024-06-06,Y,Member,157
E00110,DEP028,본사,2011-01-13,2019-01-14,2020-09-30,Y,Member,625
E00110,DEP030,본사,2010-06-18,2020-10-01,2022-03-31,Y,Member,546
E00110,DEP029,본사,2010-08-12,2022-04-01,2022-06-05,Y,Member,65
E00111,DEP035,현장,2011-05-23,2017-12-25,2019-12-31,Y,Member,736
E00111,DEP031,현장,2011-05-15,2020-01-01,2020-05-07,Y,Member,127
E00112,DEP008,본사,2010-07-28,2019-02-07,2025-04-01,Y,Member,2245
E00113,DEP020,본사,2010-10-14,2024-01-18,2025-09-30,Y,Member,621
E00113,DEP024,본사,2011-05-07,2025-10-01,,Y,Member,128
E00114,DEP016,본사,2011-04-16,2016-04-22,2019-06-30,Y,Member,1164
E00114,DEP018,본사,2012-02-07,2019-07-01,2021-06-30,Y,Member,730
E00114,DEP017,본사,2011-05-18,2021-07-01,2023-03-31,Y,Member,638
E00114,DEP015,본사,2010-11-28,2023-04-01,,Y,Member,1042
E00115,DEP013,현장,2010-09-29,2011-12-04,2012-09-22,Y,Head,293
E00116,DEP011,본사,2011-01-02,2014-06-24,,Y,Member,4245
E00117,DEP013,현장,2010-09-29,2011-12-14,2013-12-31,Y,Member,748
E00117,DEP012,본사,2010-04-12,2014-01-01,2015-03-31,Y,Member,454
E00117,DEP009,본사,2011-02-22,2015-04-01,2017-03-31,Y,Member,730
E00117,DEP022,본사,2010-08-09,2017-04-01,,Y,Member,3233
E00118,DEP020,본사,2010-10-14,2024-09-15,,Y,Member,509
E00119,DEP034,현장,2011-04-22,2019-12-06,2021-09-30,Y,Member,664
E00119,DEP014,현장,2010-12-28,2021-10-01,2023-09-30,Y,Member,729
E00119,DEP013,현장,2010-09-29,2023-10-01,,Y,Member,859
E00120,DEP014,현장,2010-12-28,2024-12-31,,Y,Member,402
E00121,DEP013,현장,2010-09-29,2019-02-23,2020-12-31,Y,Member,677
E00121,DEP035,현장,2011-05-23,2021-01-01,2022-06-30,Y,Member,545
E00121,DEP034,현장,2011-04-22,2022-07-01,,Y,Member,1316
E00122,DEP025,본사,2011-01-22,2022-04-20,2023-12-31,Y,Member,620
E00122,DEP009,본사,2011-02-22,2024-01-01,2025-12-31,Y,Member,730
E00122,DEP024,본사,2011-05-07,2026-01-01,,Y,Member,36
E00123,DEP019,본사,2011-11-21,2013-06-13,2014-09-30,Y,Member,474
E00123,DEP006,본사,2010-09-26,2014-10-01,2015-12-31,Y,Member,456
E00123,DEP033,현장,2011-10-13,2016-01-01,2017-06-30,Y,Member,546
E00123,DEP035,현장,2011-05-23,2017-07-01,2019-03-31,Y,Member,638
E00123,DEP034,현장,2011-04-22,2019-04-01,2021-07-28,Y,Member,849
E00124,DEP021,본사,2010-09-12,2023-11-11,2025-03-18,Y,Member,493
E00125,DEP022,본사,2010-08-09,2025-11-17,,Y,Member,81
E00126,DEP006,본사,2010-09-26,2024-06-08,,Y,Member,608
E00127,DEP018,본사,2012-02-07,2015-06-19,,Y,Head,3885
E00128,DEP012,본사,2010-04-12,2012-01-09,2013-12-31,Y,Member,722
E00128,DEP010,본사,2010-11-08,2014-01-01,2015-12-31,Y,Member,729
E00128,DEP010,본사,2010-11-08,2014-07-01,2014-07-07,Y,Head,6
E00128,DEP028,본사,2011-01-13,2016-01-01,2026-02-06,Y,Member,3689
E00128,DEP028,본사,2011-01-13,2016-07-01,,Y,Head,301
E00129,DEP027,본사,2011-05-14,2017-10-27,2019-01-19,Y,Member,449
E00130,DEP018,본사,2012-02-07,2018-02-13,2019-12-31,Y,Member,686
E00130,DEP016,본사,2011-04-16,2020-01-01,2025-02-08,Y,Head,1865
E00131,DEP034,현장,2011-04-22,2021-08-21,2021-09-30,Y,Head,40
E00131,DEP034,현장,2011-04-22,2021-10-01,2023-09-30,Y,Member,729
E00131,DEP031,현장,2011-05-15,2023-10-01,2026-02-06,Y,Member,859
E00131,DEP031,현장,2011-05-15,2024-04-01,,Y,Head,639
E00132,DEP035,현장,2011-05-23,2012-06-29,2013-06-04,Y,Head,340
E00132,DEP035,현장,2011-05-23,2013-06-05,2014-06-30,Y,Member,390
E00132,DEP033,현장,2011-10-13,2014-07-01,2025-03-05,Y,Member,3900
E00133,DEP027,본사,2011-05-14,2011-04-12,2011-09-28,Y,Head,169
E00133,DEP027,본사,2011-05-14,2011-09-29,2016-05-22,Y,Member,1697
E00133,DEP010,본사,2010-11-08,2013-04-01,2014-06-30,Y,Member,455
E00134,DEP024,본사,2011-05-07,2021-11-16,2023-03-31,Y,Member,500
E00134,DEP020,본사,2010-10-14,2023-04-01,2025-08-01,Y,Member,853
E00135,DEP013,현장,2010-09-29,2024-11-24,2025-10-16,Y,Head,326
E00135,DEP013,현장,2010-09-29,2025-01-01,,Y,Member,401
E00136,DEP006,본사,2010-09-26,2025-03-23,,Y,Member,320
E00137,DEP019,본사,2011-11-21,2018-04-04,2020-03-31,Y,Member,727
E00137,DEP034,현장,2011-04-22,2020-04-01,2024-08-17,Y,Member,1599
E00138,DEP007,본사,2011-04-21,2025-08-23,,Y,Head,167
E00139,DEP020,본사,2010-10-14,2021-04-23,2023-07-27,Y,Member,825
E00140,DEP032,현장,2011-05-02,2017-12-30,2022-12-31,Y,Member,1827
E00140,DEP020,본사,2010-10-14,2023-01-01,2024-09-30,Y,Member,638
E00140,DEP022,본사,2010-08-09,2024-10-01,,Y,Member,493
E00141,DEP034,현장,2011-04-22,2020-09-05,2022-09-30,Y,Member,755
E00141,DEP031,현장,2011-05-15,2022-10-01,2023-12-31,Y,Member,456
E00141,DEP008,본사,2010-07-28,2024-01-01,,Y,Member,767
E00142,DEP032,현장,2011-05-02,2015-02-04,2016-09-30,Y,Member,604
E00142,DEP034,현장,2011-04-22,2016-10-01,2017-11-02,Y,Member,397
E00143,DEP009,본사,2011-02-22,2023-11-11,2024-12-31,Y,Member,416
E00143,DEP009,본사,2011-02-22,2025-01-01,2025-03-31,Y,Head,89
E00143,DEP008,본사,2010-07-28,2025-04-01,,Y,Member,311
E00144,DEP032,현장,2011-05-02,2023-01-08,2024-06-30,Y,Member,539
E00144,DEP026,본사,2011-05-09,2024-07-01,,Y,Member,585
E00145,DEP033,현장,2011-10-13,2019-03-17,2020-09-30,Y,Member,563
E00145,DEP014,현장,2010-12-28,2020-10-01,2022-03-31,Y,Member,546
E00145,DEP035,현장,2011-05-23,2022-04-01,2023-09-30,Y,Member,547
E00145,DEP031,현장,2011-05-15,2023-10-01,2025-01-05,Y,Member,462
E00146,DEP023,본사,2011-12-15,2021-12-30,2023-12-31,Y,Member,731
E00146,DEP024,본사,2011-05-07,2024-01-01,2025-06-30,Y,Member,546
E00146,DEP022,본사,2010-08-09,2025-07-01,2025-12-23,Y,Member,175
E00147,DEP012,본사,2010-04-12,2020-06-05,2021-09-30,Y,Member,482
E00147,DEP026,본사,2011-05-09,2021-10-01,2023-06-30,Y,Member,637
E00147,DEP030,본사,2010-06-18,2023-07-01,2024-12-31,Y,Member,549
E00147,DEP027,본사,2011-05-14,2025-01-01,,Y,Member,401
E00148,DEP014,현장,2010-12-28,2014-02-10,2014-03-29,Y,Head,47
E00148,DEP014,현장,2010-12-28,2014-03-30,2015-03-31,Y,Member,366
E00148,DEP031,현장,2011-05-15,2015-04-01,2016-09-30,Y,Member,548
E00148,DEP013,현장,2010-09-29,2016-10-01,2018-03-31,Y,Member,546
E00148,DEP034,현장,2011-04-22,2018-04-01,2020-03-31,Y,Member,730
E00148,DEP034,현장,2011-04-22,2020-04-01,2020-08-22,Y,Head,143
E00149,DEP022,본사,2010-08-09,2025-03-11,2025-05-04,Y,Member,54
E00150,DEP021,본사,2010-09-12,2014-10-17,2016-06-30,Y,Member,622
E00150,DEP033,현장,2011-10-13,2016-07-01,2023-06-06,Y,Member,2531
E00150,DEP014,현장,2010-12-28,2018-07-01,2021-12-31,Y,Member,1279
E00151,DEP011,본사,2011-01-02,2023-10-08,,Y,Member,852
E00152,DEP015,본사,2010-11-28,2023-01-11,2024-12-31,Y,Member,720
