EMP_ID,DATE,LEAVE_TYPE_ID,LEAVE_LENGTH
E00302,2020-01-07,LT001,1.0
E00431,2020-01-07,LT001,0.5
E00599,2020-01-07,LT003,1.0
E00208,2020-01-07,LT001,0.5
E00150,2020-01-07,LT001,1.0
E00625,2020-01-07,LT001,1.0
E00406,2020-01-07,LT001,1.0
E00638,2020-01-07,LT004,1.0
E00711,2020-01-07,LT001,1.0
E00660,2020-01-07,LT001,1.0
E00319,2020-01-07,LT001,1.0
E00363,2020-01-07,LT001,1.0
E00320,2020-01-07,LT001,1.0
E00355,2020-01-08,LT003,1.0
E00259,2020-01-08,LT001,1.0
E00013,2020-01-08,LT001,1.0
E00877,2020-01-08,LT001,1.0
E00337,2020-01-08,LT001,0.5
E00900,2020-01-08,LT001,1.0
E00463,2020-01-08,LT003,1.0
E00923,2020-01-08,LT001,1.0
E00901,2020-01-08,LT001,1.0
E00957,2020-01-08,LT001,1.0
E00297,2020-01-08,LT001,0.5
E00907,2020-01-08,LT001,1.0
E00304,2020-01-08,LT001,1.0
E00933,2020-01-08,LT001,1.0
E00376,2020-01-08,LT001,1.0
E00859,2020-01-08,LT001,1.0
E00145,2020-01-08,LT001,1.0
E00698,2020-01-08,LT003,1.0
E00537,2020-01-08,LT001,1.0
E00532,2020-01-08,LT003,1.0
E00802,2020-01-08,LT001,1.0
E00153,2020-01-08,LT001,1.0
E00557,2020-01-08,LT001,1.0
E00111,2020-01-08,LT001,1.0
E00572,2020-01-08,LT001,1.0
E00813,2020-01-08,LT001,0.5
E00207,2020-01-09,LT003,1.0
E00030,2020-01-09,LT001,1.0
E00406,2020-01-09,LT001,1.0
E00197,2020-01-09,LT001,1.0
E00648,2020-01-09,LT002,1.0
E00856,2020-01-09,LT001,1.0
E00795,2020-01-09,LT001,1.0
E00388,2020-01-09,LT001,1.0
E00703,2020-01-09,LT001,1.0
E00707,2020-01-09,LT001,1.0
E00363,2020-01-09,LT001,1.0
E00157,2020-01-09,LT001,1.0
E00339,2020-01-09,LT004,1.0
E00356,2020-01-09,LT001,0.5
E00137,2020-01-09,LT001,1.0
E00688,2020-01-09,LT001,1.0
E00610,2020-01-09,LT001,1.0
E00606,2020-01-09,LT004,1.0
E00797,2020-01-09,LT001,1.0
E00548,2020-01-09,LT001,0.5
E00845,2020-01-09,LT001,0.5
E00509,2020-01-09,LT001,1.0
E00086,2020-01-09,LT002,1.0
E00571,2020-01-09,LT001,1.0
E00813,2020-01-09,LT001,0.5
E00286,2020-01-09,LT001,1.0
E00059,2020-01-09,LT001,1.0
E00057,2020-01-09,LT004,1.0
E00888,2020-01-09,LT001,1.0
E00892,2020-01-09,LT001,0.5
E00452,2020-01-09,LT001,1.0
E00576,2020-01-09,LT001,0.5
E00442,2020-01-09,LT001,1.0
E00903,2020-01-09,LT001,1.0
E00111,2020-01-09,LT001,1.0
E00434,2020-01-09,LT002,1.0
E00922,2020-01-09,LT001,1.0
E00531,2020-01-09,LT001,1.0
E00001,2020-01-09,LT004,1.0
E00420,2020-01-10,LT001,0.5
E00301,2020-01-10,LT001,0.5
E00636,2020-01-10,LT001,1.0
E00915,2020-01-10,LT001,1.0
E00596,2020-01-10,LT002,1.0
E00957,2020-01-10,LT003,1.0
E00076,2020-01-10,LT001,1.0
E00711,2020-01-10,LT001,1.0
E00302,2020-01-10,LT001,0.5
E00703,2020-01-10,LT001,1.0
E00053,2020-01-10,LT001,1.0
E00970,2020-01-10,LT001,1.0
E00451,2020-01-10,LT001,1.0
E00520,2020-01-10,LT001,1.0
E00913,2020-01-10,LT003,1.0
E00262,2020-01-10,LT001,1.0
E00339,2020-01-10,LT001,1.0
E00116,2020-01-10,LT001,1.0
E00208,2020-01-10,LT001,1.0
E00746,2020-01-10,LT001,1.0
E00904,2020-01-10,LT001,1.0
E00132,2020-01-10,LT001,1.0
E00583,2020-01-10,LT001,1.0
E00225,2020-01-10,LT001,1.0
E00274,2020-01-10,LT001,1.0
E00240,2020-01-10,LT002,1.0
E00005,2020-01-10,LT001,1.0
E00010,2020-01-10,LT001,0.5
E00022,2020-01-10,LT004,1.0
E00795,2020-01-10,LT001,1.0
E00478,2020-01-10,LT001,1.0
E00733,2020-01-10,LT001,1.0
E00259,2020-01-10,LT001,1.0
E00846,2020-01-10,LT002,1.0
E00978,2020-01-10,LT001,1.0
E00496,2020-01-10,LT001,1.0
E00132,2020-01-11,LT001,1.0
E00800,2020-01-11,LT001,1.0
E00733,2020-01-11,LT001,1.0
E00239,2020-01-11,LT001,1.0
E00718,2020-01-11,LT003,1.0
E00042,2020-01-11,LT001,1.0
E00026,2020-01-12,LT003,1.0
E00234,2020-01-12,LT001,1.0
E00921,2020-01-12,LT003,1.0
E00733,2020-01-12,LT001,1.0
E00923,2020-01-12,LT001,1.0
E00121,2020-01-12,LT001,1.0
E00119,2020-01-12,LT003,1.0
E00987,2020-01-12,LT004,1.0
E00950,2020-01-12,LT001,1.0
E00787,2020-01-13,LT004,0.5
E00265,2020-01-13,LT001,1.0
E00288,2020-01-13,LT002,0.5
E00452,2020-01-13,LT001,1.0
E00171,2020-01-13,LT001,1.0
E00838,2020-01-13,LT001,1.0
E00744,2020-01-13,LT001,1.0
E00497,2020-01-13,LT001,1.0
E00632,2020-01-13,LT001,1.0
E00058,2020-01-13,LT001,1.0
E00170,2020-01-13,LT001,1.0
E00583,2020-01-13,LT001,1.0
E00978,2020-01-13,LT001,1.0
E00799,2020-01-13,LT001,1.0
E00977,2020-01-13,LT001,1.0
E00698,2020-01-13,LT003,1.0
E00832,2020-01-13,LT001,0.5
E00526,2020-01-13,LT001,0.5
E00112,2020-01-13,LT002,0.5
E00381,2020-01-13,LT001,1.0
E00245,2020-01-13,LT001,1.0
E00866,2020-01-13,LT001,0.5
E00950,2020-01-13,LT001,1.0
E00010,2020-01-13,LT001,1.0
E00337,2020-01-13,LT001,0.5
E00748,2020-01-13,LT001,0.5
E00015,2020-01-13,LT001,0.5
E00800,2020-01-14,LT001,1.0
E00402,2020-01-14,LT004,1.0
E00561,2020-01-14,LT001,1.0
E00784,2020-01-14,LT001,0.5
E00111,2020-01-14,LT003,1.0
E00457,2020-01-14,LT001,1.0
E00478,2020-01-14,LT001,1.0
E00486,2020-01-14,LT001,1.0
E00801,2020-01-14,LT001,0.5
E00923,2020-01-14,LT001,1.0
E00987,2020-01-14,LT001,1.0
E00775,2020-01-14,LT004,1.0
E00814,2020-01-14,LT003,1.0
E00579,2020-01-14,LT001,1.0
E00658,2020-01-14,LT001,1.0
E00547,2020-01-14,LT001,1.0
E00127,2020-01-14,LT003,0.5
E00388,2020-01-14,LT001,1.0
E00007,2020-01-14,LT001,1.0
E00262,2020-01-14,LT004,0.5
E00909,2020-01-14,LT001,1.0
E00507,2020-01-14,LT001,1.0
E00322,2020-01-14,LT001,1.0
E00735,2020-01-14,LT001,1.0
E00622,2020-01-14,LT001,1.0
E00503,2020-01-14,LT001,1.0
E00001,2020-01-14,LT004,1.0
E00434,2020-01-14,LT002,0.5
E00599,2020-01-14,LT004,1.0
E00319,2020-01-14,LT004,0.5
E00170,2020-01-14,LT001,0.5
E00526,2020-01-14,LT004,0.5
E00746,2020-01-14,LT001,1.0
E00068,2020-01-14,LT002,1.0
E00830,2020-01-14,LT001,1.0
E00933,2020-01-15,LT001,1.0
E00291,2020-01-15,LT001,1.0
E00434,2020-01-15,LT002,1.0
E00950,2020-01-15,LT002,1.0
E00698,2020-01-15,LT001,0.5
E00033,2020-01-15,LT001,1.0
E01000,2020-01-15,LT001,1.0
E00301,2020-01-15,LT003,1.0
E00856,2020-01-15,LT001,1.0
E00285,2020-01-15,LT001,1.0
E00333,2020-01-15,LT002,1.0
E00013,2020-01-15,LT001,1.0
E00535,2020-01-15,LT002,1.0
E00992,2020-01-15,LT001,1.0
E00380,2020-01-15,LT001,1.0
E00755,2020-01-15,LT001,1.0
E00976,2020-01-15,LT001,1.0
E00753,2020-01-15,LT001,1.0
E00254,2020-01-15,LT004,0.5
E00609,2020-01-15,LT001,1.0
E00308,2020-01-15,LT001,1.0
E00811,2020-01-15,LT001,1.0
E00207,2020-01-15,LT001,1.0
E00048,2020-01-15,LT001,1.0
E00341,2020-01-15,LT001,1.0
E00415,2020-01-15,LT001,1.0
E00390,2020-01-15,LT001,1.0
E00394,2020-01-15,LT002,1.0
E00614,2020-01-15,LT001,1.0
E00396,2020-01-15,LT004,1.0
E00636,2020-01-15,LT001,1.0
E00963,2020-01-16,LT001,1.0
E00726,2020-01-16,LT001,1.0
E00374,2020-01-16,LT001,0.5
E00331,2020-01-16,LT001,1.0
E00396,2020-01-16,LT001,1.0
E00380,2020-01-16,LT001,1.0
E00703,2020-01-16,LT001,1.0
E00798,2020-01-16,LT001,1.0
E00955,2020-01-16,LT001,1.0
E00102,2020-01-16,LT002,1.0
E00341,2020-01-16,LT001,1.0
E00394,2020-01-16,LT001,0.5
E00831,2020-01-16,LT001,0.5
E00114,2020-01-16,LT001,1.0
E00079,2020-01-16,LT003,1.0
E00617,2020-01-16,LT001,1.0
E00878,2020-01-16,LT001,1.0
E00879,2020-01-16,LT002,1.0
E00585,2020-01-16,LT003,1.0
E00952,2020-01-16,LT001,1.0
E00855,2020-01-16,LT004,1.0
E00932,2020-01-16,LT003,1.0
E00893,2020-01-16,LT001,1.0
E00629,2020-01-16,LT001,1.0
E00225,2020-01-16,LT002,1.0
E00538,2020-01-16,LT002,0.5
E00896,2020-01-16,LT001,1.0
E00180,2020-01-16,LT001,1.0
E00535,2020-01-16,LT001,1.0
E00646,2020-01-16,LT003,1.0
E00508,2020-01-16,LT001,1.0
E00291,2020-01-16,LT001,1.0
E00622,2020-01-16,LT001,1.0
E00248,2020-01-16,LT001,1.0
E00208,2020-01-16,LT001,1.0
E00298,2020-01-16,LT003,1.0
E00692,2020-01-16,LT001,1.0
E00691,2020-01-16,LT001,1.0
E00552,2020-01-16,LT001,1.0
E00030,2020-01-16,LT001,0.5
E00611,2020-01-16,LT003,1.0
E00869,2020-01-16,LT004,1.0
E00402,2020-01-17,LT001,1.0
E00850,2020-01-17,LT001,1.0
E00903,2020-01-17,LT001,1.0
E00382,2020-01-17,LT003,1.0
E00076,2020-01-17,LT001,1.0
E00137,2020-01-17,LT001,1.0
E00614,2020-01-17,LT001,1.0
E00869,2020-01-17,LT001,1.0
E00020,2020-01-17,LT004,1.0
E00528,2020-01-17,LT002,1.0
E00511,2020-01-17,LT002,1.0
E00597,2020-01-17,LT001,1.0
E00970,2020-01-17,LT004,1.0
E00121,2020-01-17,LT001,1.0
E00599,2020-01-17,LT004,1.0
E00499,2020-01-17,LT001,1.0
E00950,2020-01-17,LT004,1.0
E00761,2020-01-17,LT001,1.0
E00555,2020-01-17,LT001,1.0
E00554,2020-01-17,LT001,1.0
E00168,2020-01-17,LT001,0.5
E00934,2020-01-17,LT001,1.0
E00562,2020-01-17,LT001,1.0
E00733,2020-01-17,LT001,1.0
E00285,2020-01-17,LT001,1.0
E00368,2020-01-17,LT001,1.0
E00337,2020-01-17,LT003,1.0
E00900,2020-01-17,LT001,1.0
E00893,2020-01-17,LT001,1.0
E00730,2020-01-17,LT001,0.5
E00082,2020-01-17,LT001,1.0
E00413,2020-01-17,LT001,1.0
E00667,2020-01-17,LT001,1.0
E00778,2020-01-18,LT004,1.0
E00923,2020-01-18,LT001,1.0
E00786,2020-01-18,LT001,1.0
E00728,2020-01-18,LT001,1.0
E00123,2020-01-18,LT002,1.0
E00236,2020-01-19,LT001,1.0
E00798,2020-01-19,LT001,1.0
E00599,2020-01-19,LT003,1.0
E00171,2020-01-19,LT001,1.0
E00597,2020-01-19,LT003,1.0
E00412,2020-01-19,LT003,1.0
E00452,2020-01-19,LT003,1.0
E00010,2020-01-20,LT001,1.0
E00062,2020-01-20,LT003,1.0
E00804,2020-01-20,LT004,1.0
E00242,2020-01-20,LT003,0.5
E00761,2020-01-20,LT001,1.0
E00320,2020-01-20,LT004,0.5
E00807,2020-01-20,LT001,0.5
E00834,2020-01-20,LT001,1.0
E00705,2020-01-20,LT001,1.0
E00442,2020-01-20,LT001,1.0
E00691,2020-01-20,LT001,1.0
E00707,2020-01-20,LT004,1.0
E00431,2020-01-20,LT001,1.0
E00426,2020-01-20,LT001,1.0
E00288,2020-01-20,LT001,1.0
E00422,2020-01-20,LT001,1.0
E00933,2020-01-20,LT001,0.5
E00286,2020-01-20,LT001,1.0
E00824,2020-01-20,LT001,0.5
E00932,2020-01-20,LT001,1.0
E00413,2020-01-20,LT004,1.0
E00866,2020-01-20,LT004,1.0
E00461,2020-01-20,LT001,1.0
E00462,2020-01-20,LT001,1.0
E00189,2020-01-20,LT001,0.5
E00733,2020-01-20,LT001,1.0
E00402,2020-01-20,LT003,1.0
E00496,2020-01-20,LT001,0.5
E00636,2020-01-20,LT001,1.0
E00632,2020-01-20,LT001,1.0
E00103,2020-01-20,LT001,1.0
E00855,2020-01-20,LT003,0.5
E00970,2020-01-20,LT001,0.5
E00207,2020-01-20,LT001,1.0
E00071,2020-01-20,LT001,1.0
E00611,2020-01-20,LT001,1.0
E00610,2020-01-20,LT001,1.0
E00145,2020-01-20,LT004,1.0
E00838,2020-01-20,LT001,1.0
E00555,2020-01-20,LT001,0.5
E00795,2020-01-20,LT003,0.5
E00342,2020-01-20,LT004,1.0
E00341,2020-01-20,LT001,1.0
E00991,2020-01-20,LT001,1.0
E00041,2020-01-21,LT001,1.0
E00234,2020-01-21,LT004,1.0
E00408,2020-01-21,LT001,0.5
E00872,2020-01-21,LT001,1.0
E00128,2020-01-21,LT004,0.5
E00251,2020-01-21,LT001,1.0
E00309,2020-01-21,LT001,0.5
E00207,2020-01-21,LT001,1.0
E00153,2020-01-21,LT001,1.0
E00717,2020-01-21,LT001,0.5
E00829,2020-01-21,LT001,1.0
E00530,2020-01-21,LT001,1.0
E00434,2020-01-21,LT001,1.0
E00466,2020-01-21,LT001,1.0
E00062,2020-01-21,LT001,0.5
E00954,2020-01-21,LT001,0.5
E00663,2020-01-21,LT001,1.0
E00463,2020-01-21,LT004,1.0
E00288,2020-01-21,LT001,1.0
E00692,2020-01-21,LT001,1.0
E00834,2020-01-21,LT001,1.0
E00520,2020-01-21,LT001,1.0
E00048,2020-01-21,LT001,1.0
E00519,2020-01-21,LT001,1.0
E00730,2020-01-21,LT001,1.0
E00784,2020-01-21,LT001,1.0
E00725,2020-01-21,LT001,1.0
E00060,2020-01-21,LT001,1.0
E00102,2020-01-21,LT003,1.0
E00537,2020-01-21,LT001,1.0
E00541,2020-01-21,LT001,1.0
E00324,2020-01-21,LT001,1.0
E00755,2020-01-21,LT001,1.0
E00629,2020-01-21,LT001,1.0
E00380,2020-01-21,LT001,0.5
E00197,2020-01-21,LT001,1.0
E00401,2020-01-21,LT004,1.0
E00266,2020-01-21,LT003,1.0
E00797,2020-01-21,LT001,1.0
E00501,2020-01-22,LT003,1.0
E00572,2020-01-22,LT001,1.0
E00528,2020-01-22,LT001,1.0
E00335,2020-01-22,LT001,1.0
E00526,2020-01-22,LT001,1.0
E00636,2020-01-22,LT001,1.0
E00345,2020-01-22,LT001,1.0
E00468,2020-01-22,LT001,1.0
E00611,2020-01-22,LT001,0.5
E00812,2020-01-22,LT004,1.0
E00111,2020-01-22,LT004,1.0
E00554,2020-01-22,LT003,1.0
E00137,2020-01-22,LT001,1.0
E00834,2020-01-22,LT001,0.5
E00381,2020-01-22,LT001,1.0
E00463,2020-01-22,LT004,1.0
E00698,2020-01-22,LT001,0.5
E00660,2020-01-22,LT001,0.5
E00402,2020-01-22,LT003,0.5
E00584,2020-01-22,LT002,1.0
E00816,2020-01-22,LT001,1.0
E00363,2020-01-22,LT001,1.0
E00538,2020-01-22,LT003,1.0
E00251,2020-01-22,LT001,1.0
E00813,2020-01-22,LT001,1.0
E00014,2020-01-22,LT001,1.0
E00909,2020-01-22,LT001,1.0
E00479,2020-01-22,LT001,1.0
E00060,2020-01-22,LT001,1.0
E00420,2020-01-22,LT003,0.5
E00274,2020-01-22,LT003,1.0
E00421,2020-01-22,LT001,1.0
E00056,2020-01-22,LT003,1.0
E00110,2020-01-22,LT004,1.0
E00320,2020-01-22,LT003,1.0
E00225,2020-01-22,LT002,1.0
E00915,2020-01-23,LT001,1.0
E00639,2020-01-23,LT004,1.0
E00854,2020-01-23,LT001,1.0
E00262,2020-01-23,LT001,1.0
E00790,2020-01-23,LT001,1.0
E00663,2020-01-23,LT001,0.5
E00659,2020-01-23,LT001,1.0
E00775,2020-01-23,LT001,1.0
E00845,2020-01-23,LT001,0.5
E00554,2020-01-23,LT001,1.0
E00839,2020-01-23,LT001,1.0
E00824,2020-01-23,LT001,0.5
E00243,2020-01-23,LT001,1.0
E00812,2020-01-23,LT001,0.5
E00114,2020-01-23,LT001,1.0
E00102,2020-01-23,LT001,0.5
E00227,2020-01-23,LT001,1.0
E00897,2020-01-23,LT001,0.5
E00531,2020-01-23,LT001,1.0
E00836,2020-01-23,LT001,1.0
E00010,2020-01-23,LT001,1.0
E00721,2020-01-23,LT001,0.5
E00717,2020-01-23,LT001,1.0
E00786,2020-01-23,LT001,1.0
E00830,2020-01-23,LT001,1.0
E00373,2020-01-23,LT001,1.0
E00302,2020-01-23,LT001,1.0
E00697,2020-01-23,LT001,1.0
E00374,2020-01-23,LT001,1.0
E00952,2020-01-23,LT001,1.0
E00255,2020-01-23,LT001,0.5
E00901,2020-01-23,LT003,1.0
E00605,2020-01-23,LT001,1.0
E00558,2020-01-24,LT002,1.0
E00811,2020-01-24,LT001,0.5
E00111,2020-01-24,LT004,1.0
E00341,2020-01-24,LT001,0.5
E00380,2020-01-24,LT004,1.0
E00076,2020-01-24,LT002,1.0
E00730,2020-01-24,LT001,1.0
E00060,2020-01-24,LT003,1.0
E00850,2020-01-24,LT001,1.0
E00436,2020-01-24,LT001,1.0
E00963,2020-01-24,LT001,1.0
E00408,2020-01-24,LT001,1.0
E00412,2020-01-24,LT001,1.0
E00653,2020-01-24,LT001,0.5
E00285,2020-01-24,LT003,0.5
E00698,2020-01-24,LT003,1.0
E00825,2020-01-24,LT001,1.0
E00927,2020-01-24,LT001,1.0
E00660,2020-01-24,LT003,1.0
E00356,2020-01-24,LT001,1.0
E00057,2020-01-24,LT004,0.5
E00177,2020-01-24,LT001,1.0
E00242,2020-01-24,LT001,1.0
E00587,2020-01-24,LT001,1.0
E00782,2020-01-24,LT001,0.5
E00772,2020-01-24,LT001,0.5
E00255,2020-01-24,LT001,0.5
E00522,2020-01-24,LT001,1.0
E00578,2020-01-24,LT004,1.0
E00007,2020-01-24,LT001,1.0
E00898,2020-01-25,LT003,1.0
E00733,2020-01-25,LT001,1.0
E00610,2020-01-25,LT001,1.0
E00743,2020-01-25,LT001,1.0
E00569,2020-01-25,LT001,1.0
E00528,2020-01-25,LT002,1.0
E00558,2020-01-25,LT001,1.0
E00814,2020-01-26,LT003,1.0
E00778,2020-01-26,LT001,1.0
E00234,2020-01-26,LT001,1.0
E00688,2020-01-26,LT001,1.0
E00392,2020-01-26,LT001,1.0
E00599,2020-01-26,LT001,1.0
E00148,2020-01-27,LT001,1.0
E00177,2020-01-27,LT003,0.5
E00950,2020-01-27,LT001,1.0
E00663,2020-01-27,LT003,0.5
E00907,2020-01-27,LT003,1.0
E00882,2020-01-27,LT001,1.0
E00824,2020-01-27,LT001,1.0
E00010,2020-01-27,LT001,0.5
E00274,2020-01-27,LT001,0.5
E00110,2020-01-27,LT001,1.0
E00585,2020-01-27,LT003,1.0
E00991,2020-01-27,LT001,1.0
E00035,2020-01-27,LT001,1.0
E00954,2020-01-27,LT003,0.5
E00799,2020-01-27,LT003,0.5
E00434,2020-01-27,LT004,0.5
E00023,2020-01-27,LT001,1.0
E01000,2020-01-27,LT001,1.0
E00056,2020-01-27,LT001,1.0
E00058,2020-01-27,LT001,1.0
E00065,2020-01-27,LT002,0.5
E00541,2020-01-27,LT001,1.0
E00246,2020-01-27,LT001,0.5
E00571,2020-01-27,LT001,1.0
E00341,2020-01-27,LT001,0.5
E00915,2020-01-27,LT001,0.5
E00319,2020-01-27,LT001,1.0
E00392,2020-01-27,LT001,1.0
E00995,2020-01-27,LT001,1.0
E00335,2020-01-27,LT001,0.5
E00579,2020-01-27,LT003,0.5
E00249,2020-01-27,LT001,1.0
E00552,2020-01-27,LT001,1.0
E00021,2020-01-27,LT001,1.0
E00243,2020-01-28,LT001,0.5
E00904,2020-01-28,LT003,1.0
E00986,2020-01-28,LT001,1.0
E00015,2020-01-28,LT001,1.0
E00451,2020-01-28,LT001,1.0
E00031,2020-01-28,LT001,1.0
E00692,2020-01-28,LT004,1.0
E00121,2020-01-28,LT003,1.0
E00211,2020-01-28,LT001,1.0
E00752,2020-01-28,LT001,1.0
